Magnificacao;Municao;Label;Circ;Round;df;AR;Mun;Nova classificacao;Classificacao numerica;Classificacao morfometrica
30000;9;GSR9mm2-10MD377-1-attrFilt;0,56;0,694;3,041;1,441;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm2-10MD274-1-attrFilt;0,611;0,94;2,729;1,063;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm2-10MD243-1-attrFilt;0,425;0,629;3,507;1,589;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;9;GSR9mm2-10MD237-1-attrFilt;0,545;0,783;2,829;1,278;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-10MD233-1-attrFilt;0,648;0,724;2,685;1,381;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm2-10MD230-1-attrFilt;0,626;0,77;2,529;1,298;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm2-10MD221-1-attrFilt;0,474;0,607;3,296;1,647;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;9;GSR9mm2-10MD61-1-attrFilt;0,421;0,828;3,808;1,207;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm2-10MD60-1-attrFilt;0,613;0,894;2,288;1,119;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm2-10MD9-1-attrFilt;0,51;0,56;3,406;1,785;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME1413-1-attrFilt;0,441;0,703;3,48;1,423;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-10ME1137-1-attrFilt;0,584;0,928;2,849;1,077;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME793-1-attrFilt;0,448;0,754;2,664;1,326;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME578-1-attrFilt;0,536;0,8;2,288;1,250;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1MD421-1-attrFilt;0,33;0,839;2,974;1,192;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-1MD393-1-attrFilt;0,564;0,758;2,225;1,319;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1MD381-1-attrFilt;0,585;0,72;2,646;1,388;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1MD376-1-attrFilt;0,559;0,733;2,611;1,365;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1MD135-1-attrFilt;0,477;0,757;3,173;1,320;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1MD89-1-attrFilt;0,588;0,854;2,44;1,171;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1MD42-1-attrFilt;0,642;0,783;2,22;1,277;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-1MD23-1-attrFilt;0,627;0,916;2,059;1,092;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm4-10ME-170-1-attrFilt;0,625;0,945;2,663;1,058;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm4-10ME-160-1-attrFilt;0,498;0,88;2,612;1,137;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-10ME231-1-attrFilt;0,533;0,65;2,403;1,537;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm3-10ME217-1-attrFilt;0,558;0,893;2,118;1,119;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-10ME209-1-attrFilt;0,522;0,725;2,843;1,379;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-10ME3-1-attrFilt;0,525;0,643;3,367;1,555;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm4-10MD147-1-attrFilt;0,569;0,846;2,839;1,183;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm4-10MD118-1-attrFilt;0,133;0,622;4,506;1,608;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm3-10MD110-1-attrFilt;0,584;0,824;3,006;1,214;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-10MD155-1-attrFilt;0,574;0,852;2,494;1,173;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-10MD78-1-attrFilt;0,449;0,765;2,481;1,307;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-10MD14-1-attrFilt;0,606;0,758;2,925;1,320;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm1-10MD505-1-attrFilt;0,489;0,801;2,697;1,248;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-10MD142-1-attrFilt;0,653;0,587;1,98;1,705;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
30000;9;GSR9mm1-10MD123-1-attrFilt;0,638;0,846;2,66;1,182;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm1-10MD90-1-attrFilt;0,604;0,824;2,573;1,213;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm1-10MD441-1-attrFilt;0,59;0,686;2,197;1,457;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;5.56;GSR5.565-1TORAX35-1-attrFilt;0,524;0,804;3,161;1,244;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;5.56;GSR5.563-1ROSTO89-1-attrFilt;0,505;0,759;3,138;1,318;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-10ME305-1-attrFilt;0,564;0,777;2,7;1,286;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-10ME114-1-attrFilt;0,561;0,811;2,461;1,233;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-10ME112-1-attrFilt;0,602;0,919;2,3;1,089;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm2-10ME8-1-attrFilt;0,505;0,796;2,946;1,257;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.625-1TORAX409-1-attrFilt;0,41;0,84;3,41;1,20;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSRMAOSUJAA30.401389-1-attrFilt;0,269;0,877;5,117;1,140;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.40572-1-attrFilt;0,619;0,826;2,32;1,211;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.40815-1-attrFilt;0,56;0,633;2,306;1,579;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;0.40;GSRMAOSUJAA10.404384-1-attrFilt;0,599;0,878;2,23;1,139;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.404402-1-attrFilt;0,619;0,772;1,822;1,295;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.404955-1-attrFilt;0,604;0,768;2,417;1,303;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.406753-1-attrFilt;0,554;0,737;2,335;1,356;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.408647-1-attrFilt;0,483;0,482;3,018;2,073;1;Sub arredondada e baixa circularidade;9;Irregular arredondada
30000;0.40;GSRMAOSUJAA10.408947-1-attrFilt;0,447;0,663;2,725;1,508;1;Arredondada e baixa circularidade;7;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.409838-1-attrFilt;0,435;0,898;2,349;1,114;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.4011662-1-attrFilt;0,602;0,87;2,154;1,149;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.4012092-1-attrFilt;0,417;0,824;2,216;1,214;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSRMAOSUJAA10.4012468-1-attrFilt;0,434;0,487;2,601;2,054;1;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
30000;0.40;GSRMAOSUJAA10.4013185-1-attrFilt;0,494;0,615;2,435;1,627;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;0.40;GSRMAOSUJAA10.4013487-1-attrFilt;0,379;0,92;2,349;1,087;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSRMAOSUJAA20.40400-1-attrFilt;0,5;0,768;1,995;1,302;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSRMAOSUJAA20.404205-1-attrFilt;0,475;0,693;2,938;1,443;1;Arredondada e baixa circularidade;7;Regular nao esferica
30000;0.40;GSRMAOSUJAA20.405015-1-attrFilt;0,362;0,848;2,25;1,179;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSRMAOSUJAA20.405771-1-attrFilt;0,456;0,688;2,647;1,453;1;Arredondada e baixa circularidade;7;Regular nao esferica
30000;0.40;GSRMAOSUJAA30.406934-1-attrFilt;0,422;0,648;2,369;1,543;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;0.40;GSRMAOSUJAA30.406953-1-attrFilt;0,488;0,856;1,832;1,168;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;.401-10part1BaSb_082-1-attrFilt;0,415;0,639;3,628;1,565;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;0.40;.404-10part3BaSb_034-1-attrFilt;0,501;0,965;2,077;1,036;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;5.56;A1MS5.56part8PbBaSb_034-1-attrFilt;0,654;0,804;2,831;1,244;2;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;5.56;A2MS5.56part12PbBaSb_042-1-attrFilt;0,528;0,664;2,139;1,507;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
35000;0.40;GSR.401-10ME41-1-attrFilt;0,419;0,669;2,351;1,495;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
35000;0.40;GSR.401-10ME804-1-attrFilt;0,451;0,889;3,014;1,125;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR.401-10ME835-1-attrFilt;0,416;0,891;2,831;1,123;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;0.40;GSR0.401-1MD130-1-attrFilt;0,565;0,826;3,375;1,211;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.402-1MD66-1-attrFilt;0,329;0,639;3,365;1,565;1;Arredondada e muito baixa circularidade;8;Irregular arredondada
35000;0.40;GSR0.403-1MD15-1-attrFilt;0,627;0,981;2,586;1,020;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
35000;0.40;GSR0.403-1MD300-1-attrFilt;0,424;0,904;2,754;1,106;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;0.40;GSR0.401-10-ME75-1-attrFilt;0,486;0,864;2,925;1,157;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.401-10-ME148-1-attrFilt;0,441;0,804;2,404;1,243;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;0.40;GSR0.401-10-ME688-1-attrFilt;0,422;0,636;2,387;1,572;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
35000;0.40;GSR0.403-10MD981-1-attrFilt;0,518;0,932;2,162;1,073;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.405-10ME181-1-attrFilt;0,461;0,936;2,228;1,068;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.405-10ME318-1-attrFilt;0,414;0,529;2,601;1,891;1;Arredondada e muito baixa circularidade;8;Irregular
35000;0.40;GSR0.405-10ME388-1-attrFilt;0,53;0,682;2,299;1,466;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
35000;0.40;GSR0.405-10ME500-1-attrFilt;0,346;0,67;2,629;1,493;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
35000;0.40;GSR0.405-10ME544-1-attrFilt;0,542;0,711;2,458;1,406;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.405-10ME577-1-attrFilt;0,522;0,942;2,22;1,061;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.405-10ME699-1-attrFilt;0,263;0,812;2,798;1,232;1;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
35000;0.40;GSR0.405-10ME737-1-attrFilt;0,31;0,803;2,796;1,246;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;5.56;GSR5.561-1MD282-1-attrFilt;0,39;0,909;2,461;1,100;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;5.56;GSR5.561-1MD718-1-attrFilt;0,424;0,689;3,055;1,450;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
35000;5.56;GSR5.56-3-1ME41-1-attrFilt;0,465;0,623;3,849;1,606;2;Arredondada e baixa circularidade;7;IrRegular nao esferica
35000;5.56;GSR5.56-2-1-MD95-1-attrFilt;0,415;0,785;1,839;1,274;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;5.56;GSR5.563-10-ME57-1-attrFilt;0,513;0,747;2,893;1,338;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;5.56;GSR5.563-10-ME296-1-attrFilt;0,486;0,507;3,005;1,974;2;Arredondada e baixa circularidade;7;Regular nao esferica
35000;5.56;GSR5.563-10-ME401-1-attrFilt;0,514;0,96;2,229;1,042;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;5.56;GSR5.563-10-ME706-1-attrFilt;0,492;0,786;2,899;1,272;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;5.56;GSR5.56-2-1ME22-1-attrFilt;0,555;0,877;2,04;1,140;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;5.56;GSR5.56mm3-10MD477-1-attrFilt;0,513;0,745;2,385;1,342;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.621-10MD2088-1-attrFilt;0,471;0,734;2,996;1,362;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.621-10ME93-1-attrFilt;0,443;0,75;2,642;1,332;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;7.62;GSR7.622-10ME249-1-attrFilt;0,557;0,905;3,011;1,105;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.623-1MD20-1-attrFilt;0,525;0,815;2,234;1,226;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.623-1MD45-1-attrFilt;0,446;0,751;2,156;1,332;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;7.62;GSR7.623-10ME224-1-attrFilt;0,487;0,738;2,795;1,356;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.624-10ME1289-1-attrFilt;0,473;0,951;2,923;1,051;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.625-10ME116-1-attrFilt;0,411;0,504;2,832;1,984;3;Arredondada e muito baixa circularidade;8;Irregular
35000;7.62;GSR7.625-10ME147-1-attrFilt;0,354;0,802;2,347;1,247;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;7.62;GSR7.623-10-MD57-1-attrFilt;0,513;0,747;2,893;1,338;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.623-10-MD296-1-attrFilt;0,486;0,507;3,005;1,974;3;Arredondada e baixa circularidade;7;Regular nao esferica
35000;7.62;GSR7.623-10-MD401-1-attrFilt;0,514;0,96;2,229;1,042;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7.623-10-MD706-1-attrFilt;0,492;0,786;2,899;1,272;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7-62-4-10MD347-1-attrFilt;0,448;0,874;2,726;1,144;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;7.62;GSR7-62-4-10MD1099-1-attrFilt;0,489;0,963;1,951;1,039;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD126-1-attrFilt;0,466;0,741;2,68;1,350;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD133-1-attrFilt;0,501;0,737;3,013;1,356;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD168-1-attrFilt;0,532;0,927;2,153;1,078;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD203-1-attrFilt;0,554;0,955;2,383;1,047;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD243-1-attrFilt;0,529;0,749;2,633;1,335;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD253-1-attrFilt;0,458;0,643;2,618;1,555;4;Arredondada e baixa circularidade;7;Regular nao esferica
35000;9;GSR9mm2-1MD268-1-attrFilt;0,436;0,895;2,865;1,117;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;9;GSR9mm2-1MD298-1-attrFilt;0,499;0,822;2,592;1,217;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD316-1-attrFilt;0,408;0,45;3,394;2,222;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
35000;9;GSR9mm2-1MD376-1-attrFilt;0,53;0,66;3,13;1,514;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
35000;9;GSR9mm2-1MD395-1-attrFilt;0,516;0,693;2,622;1,443;4;Arredondada e baixa circularidade;7;Regular nao esferica
35000;9;GSR9mm2-1MD415-1-attrFilt;0,529;0,684;2,718;1,462;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
35000;9;GSR9mm2-1MD427-1-attrFilt;0,499;0,618;2,638;1,618;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
35000;9;GSR9mm2-1MD445-1-attrFilt;0,653;0,789;2,331;1,267;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
35000;9;GSR9mm2-1MD450-1-attrFilt;0,459;0,685;2,86;1,460;4;Arredondada e baixa circularidade;7;Regular nao esferica
35000;9;GSR9mm2-1MD461-1-attrFilt;0,417;0,55;3,408;1,819;4;Arredondada e muito baixa circularidade;8;Irregular
35000;9;GSR9mm2-1MD470-1-attrFilt;0,549;0,894;2,061;1,118;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD478-1-attrFilt;0,544;0,641;3,023;1,561;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
35000;9;GSR9mm2-1MD632-1-attrFilt;0,577;0,946;2,185;1,057;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm2-1MD115-1-attrFilt;0,469;0,638;2,646;1,567;4;Arredondada e baixa circularidade;7;Regular nao esferica
35000;9;GSR9mm3-1ME19-1-attrFilt;0,545;0,68;2,524;1,471;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
35000;9;GSR9mm3-1ME38-1-attrFilt;0,6;0,637;2,813;1,570;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
35000;9;GSR9mm1-1MD186-1-attrFilt;0,312;0,499;4,023;2,005;4;Sub arredondada e muito baixa circularidade;12;Irregular
35000;9;GSR9mm1-1MD226-1-attrFilt;0,51;0,808;2,889;1,238;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME169-1-attrFilt;0,611;0,8;2,709;1,249;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
35000;9;GSR9mm5-1ME255-1-attrFilt;0,497;0,802;2,259;1,248;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME380-1-attrFilt;0,368;0,614;2,702;1,628;4;Arredondada e muito baixa circularidade;8;Irregular
35000;9;GSR9mm5-1ME1192-1-attrFilt;0,624;0,913;1,857;1,095;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
35000;9;GSR9mm-2-1ME27-1-attrFilt;0,58;0,876;2,334;1,141;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm-2-1ME418-1-attrFilt;0,586;0,832;2,86;1,202;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm-2-1ME592-1-attrFilt;0,496;0,781;2,93;1,281;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME12-1-attrFilt;0,474;0,632;2,915;1,581;4;Arredondada e baixa circularidade;7;Regular nao esferica
35000;9;GSR9mm5-1ME350-1-attrFilt;0,516;0,737;2,353;1,356;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME355-1-attrFilt;0,491;0,798;2,496;1,254;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME390-1-attrFilt;0,391;0,767;2,015;1,303;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;9;GSR9mm5-1ME494-1-attrFilt;0,46;0,736;2,345;1,358;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME548-1-attrFilt;0,589;0,944;2,135;1,060;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME605-1-attrFilt;0,469;0,738;2,527;1,354;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME914-1-attrFilt;0,512;0,962;2,178;1,040;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME962-1-attrFilt;0,498;0,742;2,399;1,347;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME1205-1-attrFilt;0,429;0,799;1,864;1,251;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;9;GSR9mm5-1ME1212-1-attrFilt;0,294;0,5;3,241;2,000;4;Arredondada e muito baixa circularidade;8;Irregular
35000;9;GSR9mm5-1ME1218-1-attrFilt;0,566;0,75;2,163;1,333;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME1276-1-attrFilt;0,52;0,9;2,315;1,111;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;9;GSR9mm5-1ME1393-1-attrFilt;0,423;0,787;2,149;1,271;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
35000;0.40;GSR0.401-10MD1099-1-attrFilt;0,587;0,891;1,709;1,123;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;0.40;GSR0.404-1MD26-1-attrFilt;0,486;0,575;2,721;1,740;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
35000;0.40;GSR0.404-10ME91-1-attrFilt;0,387;0,491;2,702;2,036;1;Sub arredondada e muito baixa circularidade;12;Irregular
35000;0.40;GSR0.405-10MD101-1-attrFilt;0,474;0,792;2,688;1,262;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
35000;5.56;GSR5.561-10ME569-1-attrFilt;0,525;0,885;2,787;1,130;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
