Magnificacao;Municao;Label;Circ;Round;df;AR;Mun;Nova classificacao;Classificacao numerica;Classificacao morfometrica
25000;0.40;GSRMAOSUJAA30.4013178-1-attrFilt;0,498;0,664;2,478;1,506;1;Arredondada e baixa circularidade;7;Regular nao esferica
25000;9;GSR9mm2-1MD58-1-attrFilt;0,696;0,949;2,622;1,054;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
25000;5.56;A2MS5.56part40PbBaSb_130-1-attrFilt;0,555;0,687;2,03;1,455;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;0.40;GSR0.401-1MD295-1-attrFilt;0,516;0,739;3,562;1,354;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.402-1MD32-1-attrFilt;0,482;0,803;3,392;1,246;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.402-1MD44-1-attrFilt;0,543;0,556;4,411;1,800;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;0.40;GSR0.403-1MD268-1-attrFilt;0,642;0,849;2,019;1,178;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSR0.403-1MD323-1-attrFilt;0,539;0,794;2,926;1,259;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.40-1-1-ME-242-1-attrFilt;0,592;0,745;2,674;1,342;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.401-10-ME5-1-attrFilt;0,469;0,699;2,425;1,431;1;Arredondada e baixa circularidade;7;Regular nao esferica
30000;0.40;GSR0.401-10-ME125-1-attrFilt;0,533;0,773;3,006;1,294;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.401-10ME419-1-attrFilt;0,47;0,709;4,316;1,410;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.401-10ME450-1-attrFilt;0,52;0,735;3,683;1,361;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.401-10-ME667-1-attrFilt;0,436;0,891;2,953;1,122;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSR0.401-10-ME671-1-attrFilt;0,478;0,9;2,994;1,111;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.403-10MD7-1-attrFilt;0,54;0,838;2,887;1,193;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.403-10MD93-1-attrFilt;0,57;0,779;2,802;1,283;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.403-10MD352-1-attrFilt;0,578;0,792;2,266;1,263;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.403-10MD934-1-attrFilt;0,482;0,565;2,966;1,769;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;0.40;GSR0.403-10MD954-1-attrFilt;0,615;0,806;2,218;1,241;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSR0.403-10-ME82-1-attrFilt;0,576;0,967;2,712;1,034;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.403-10-ME151-1-attrFilt;0,504;0,954;2,337;1,048;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.403-10-ME390-1-attrFilt;0,567;0,516;2,596;1,939;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;0.40;GSR0.403-10-ME421-1-attrFilt;0,687;0,701;2,349;1,427;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;0.40;GSR0.405-10ME156-1-attrFilt;0,471;0,434;2,813;2,302;1;Sub arredondada e baixa circularidade;9;Irregular arredondada
30000;0.40;GSR0.405-10ME163-1-attrFilt;0,469;0,594;2,277;1,683;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;0.40;GSR0.405-10ME633-1-attrFilt;0,637;0,975;2,32;1,026;1;Muito arredondado e Moderamente circular;2;Regular Semi-esferica
30000;0.40;GSR0.405-10ME653-1-attrFilt;0,414;0,712;2,525;1,405;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSR0.405-10ME687-1-attrFilt;0,59;0,872;2,474;1,146;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.405-10ME693-1-attrFilt;0,163;0,525;4,711;1,905;1;Arredondada e muito baixa circularidade;8;Irregular
30000;5.56;GSR5.561-1MD454-1-attrFilt;0,533;0,906;2,951;1,104;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;5.56;GSR5.561-1MD481-1-attrFilt;0,486;0,693;3,826;1,443;2;Arredondada e baixa circularidade;7;Regular nao esferica
30000;5.56;GSR5.561-1MD493-1-attrFilt;0,392;0,838;2,956;1,194;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;5.56;GSR5.561-1MD724-1-attrFilt;0,489;0,946;2,265;1,057;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;5.56;GSR5.56-3-1ME350-1-attrFilt;0,52;0,634;3,566;1,578;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;5.56;GSR5.56-3-1ME400-1-attrFilt;0,512;0,531;4,156;1,882;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;5.56;GSR5.561-10-ME266-1-attrFilt;0,359;0,632;2,686;1,583;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;5.56;GSR5.561-10-ME269-1-attrFilt;0,372;0,725;3,138;1,379;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;5.56;GSR5.563-10-ME642-1-attrFilt;0,538;0,909;2,997;1,100;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;5.56;GSR5.56mm3-10MD161-1-attrFilt;0,468;0,586;3,662;1,706;2;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;5.56;GSR5.56mm3-10MD387-1-attrFilt;0,583;0,758;2,358;1,320;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;5.56;GSR5.56mm3-10ME165-1-attrFilt;0,393;0,505;2,54;1,982;2;Arredondada e muito baixa circularidade;8;Irregular
30000;5.56;GSR5.56mm3-10ME283-1-attrFilt;0,44;0,719;2,874;1,392;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;7.62;GSR7.622-10MD399-1-attrFilt;0,478;0,862;2,903;1,161;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.622-10ME1504-1-attrFilt;0,378;0,55;3,38;1,820;3;Arredondada e muito baixa circularidade;8;Irregular
30000;7.62;GSR7.623-1MD3-1-attrFilt;0,476;0,598;3,301;1,673;3;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;7.62;GSR7.623-1MD21-1-attrFilt;0,586;0,951;2,665;1,052;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.623-1MD52-1-attrFilt;0,482;0,637;3,445;1,570;3;Arredondada e baixa circularidade;7;Regular nao esferica
30000;7.62;GSR7.623-1MD228-1-attrFilt;0,535;0,66;3,58;1,515;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;7.62;GSR7.623-1MD460-1-attrFilt;0,509;0,819;3,34;1,221;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.623-1MD564-1-attrFilt;0,516;0,799;3,185;1,251;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.623-10ME302-1-attrFilt;0,552;0,666;2,95;1,501;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;7.62;GSR7.623-10ME739-1-attrFilt;0,431;0,87;3,652;1,150;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;7.62;GSR7.624-10ME4088-1-attrFilt;0,409;0,687;3,699;1,456;3;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;7.62;GSR7.625-1ME903-1-attrFilt;0,544;0,778;2,923;1,285;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.62-1-1-ME-590-1-attrFilt;0,525;0,861;3,188;1,162;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.62-1-1-ME-597-1-attrFilt;0,497;0,857;3,183;1,166;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.623-10-MD642-1-attrFilt;0,538;0,909;2,997;1,100;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;7.62;GSR7.624-1ME1806-1-attrFilt;0,313;0,618;3,084;1,618;3;Arredondada e muito baixa circularidade;8;Irregular
30000;7.62;GSR7.62mm3-1ME68-1-attrFilt;0,522;0,588;4,124;1,701;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;7.62;GSR7-62-4-10MD1674-1-attrFilt;0,469;0,742;3,559;1,348;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-10ME89-1-attrFilt;0,578;0,803;2,791;1,245;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-10ME116-1-attrFilt;0,489;0,557;3,796;1,795;4;Arredondada e baixa circularidade;7;IrRegular nao esferica
30000;9;GSR9mm1-10ME188-1-attrFilt;0,306;0,506;3,772;1,978;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm1-10ME190-1-attrFilt;0,568;0,964;3,336;1,037;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD76-1-attrFilt;0,527;0,87;2,93;1,149;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD88-1-attrFilt;0,467;0,883;2,782;1,133;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD95-1-attrFilt;0,481;0,814;2,886;1,229;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD97-1-attrFilt;0,573;0,619;2,947;1,614;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD117-1-attrFilt;0,531;0,796;3,35;1,256;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD128-1-attrFilt;0,463;0,864;2,923;1,158;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD134-1-attrFilt;0,521;0,673;3,172;1,486;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD148-1-attrFilt;0,459;0,555;3,58;1,803;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm2-1MD149-1-attrFilt;0,556;0,651;2,939;1,537;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD193-1-attrFilt;0,486;0,737;3,178;1,356;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD240-1-attrFilt;0,514;0,647;3,291;1,545;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD242-1-attrFilt;0,491;0,789;3,335;1,267;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD264-1-attrFilt;0,563;0,683;2,76;1,465;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD302-1-attrFilt;0,568;0,957;3,202;1,045;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD314-1-attrFilt;0,602;0,699;2,578;1,432;4;Arredondada e Moderadamente circular;6;Regular nao esferica
30000;9;GSR9mm2-1MD346-1-attrFilt;0,647;0,95;2,635;1,052;4;Muito arredondado e Moderamente circular;2;Regular Semi-esferica
30000;9;GSR9mm2-1MD429-1-attrFilt;0,543;0,658;2,84;1,519;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD440-1-attrFilt;0,584;0,71;2,755;1,408;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD467-1-attrFilt;0,56;0,799;2,923;1,252;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD469-1-attrFilt;0,641;0,802;2,262;1,247;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm2-1MD555-1-attrFilt;0,577;0,627;3,45;1,595;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-1MD699-1-attrFilt;0,363;0,611;3,822;1,637;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm2-1MD39-1-attrFilt;0,562;0,816;1,9;1,225;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-1MD52-1-attrFilt;0,594;0,661;3,322;1,512;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm3-1ME132-1-attrFilt;0,524;0,611;4,174;1,637;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm3-1ME477-1-attrFilt;0,512;0,874;3,491;1,144;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm4-1ME186-1-attrFilt;0,458;0,87;3,406;1,150;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-1MD71-1-attrFilt;0,558;0,861;2,343;1,161;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-1MD75-1-attrFilt;0,606;0,939;2,673;1,065;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm1-1MD172-1-attrFilt;0,51;0,71;3,243;1,408;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-1MD178-1-attrFilt;0,541;0,848;3,496;1,179;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-1MD207-1-attrFilt;0,464;0,541;4,07;1,847;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm1-1MD290-1-attrFilt;0,546;0,93;2,637;1,076;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm1-10ME50-1-attrFilt;0,479;0,847;3,528;1,181;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-1MD38-1-attrFilt;0,575;0,817;3,395;1,224;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-1MD55-1-attrFilt;0,5;0,646;3,105;1,547;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm3-1MD66-1-attrFilt;0,497;0,703;2,755;1,422;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-1MD94-1-attrFilt;0,589;0,739;3,024;1,353;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-1MD101-1-attrFilt;0,561;0,785;3,249;1,274;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm3-1MD109-1-attrFilt;0,504;0,82;2,551;1,220;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME252-1-attrFilt;0,479;0,867;2,896;1,153;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME531-1-attrFilt;0,6;0,825;3,233;1,212;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-1ME689-1-attrFilt;0,528;0,959;2,882;1,043;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME943-1-attrFilt;0,476;0,535;3,202;1,868;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm5-1ME1330-1-attrFilt;0,468;0,773;3,48;1,294;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1494-1-attrFilt;0,649;0,834;2,483;1,199;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm-1-1-ME-230-1-attrFilt;0,417;0,962;3,257;1,039;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm-2-1ME28-1-attrFilt;0,52;0,667;3,465;1,499;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm-2-1ME804-1-attrFilt;0,518;0,733;3,646;1,365;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME29-1-attrFilt;0,618;0,825;1,946;1,212;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-1ME364-1-attrFilt;0,55;0,689;2,318;1,452;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME399-1-attrFilt;0,473;0,691;2,757;1,448;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm5-1ME430-1-attrFilt;0,624;0,834;2,338;1,199;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-1ME499-1-attrFilt;0,582;0,573;2,674;1,747;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME540-1-attrFilt;0,51;0,712;2,684;1,404;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME574-1-attrFilt;0,571;0,67;2,846;1,492;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME717-1-attrFilt;0,504;0,813;2,222;1,230;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME735-1-attrFilt;0,439;0,855;2,585;1,170;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-1ME748-1-attrFilt;0,236;0,55;3,666;1,818;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm5-1ME749-1-attrFilt;0,533;0,679;3,124;1,472;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME827-1-attrFilt;0,618;0,744;2,114;1,345;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-1ME902-1-attrFilt;0,541;0,652;2,94;1,535;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME908-1-attrFilt;0,527;0,781;2,95;1,281;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME946-1-attrFilt;0,532;0,71;2,142;1,409;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME988-1-attrFilt;0,524;0,694;2,624;1,441;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm5-1ME992-1-attrFilt;0,517;0,642;2,955;1,557;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME1024-1-attrFilt;0,602;0,77;2,066;1,299;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-1ME1025-1-attrFilt;0,596;0,744;2,455;1,344;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1158-1-attrFilt;0,597;0,673;2,311;1,487;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME1163-1-attrFilt;0,504;0,606;2,866;1,650;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME1186-1-attrFilt;0,429;0,629;3,22;1,590;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;9;GSR9mm5-1ME1200-1-attrFilt;0,558;0,785;2,403;1,274;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1201-1-attrFilt;0,53;0,84;2,008;1,191;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1253-1-attrFilt;0,524;0,82;2,272;1,219;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1264-1-attrFilt;0,588;0,764;2,264;1,309;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1275-1-attrFilt;0,541;0,742;2,287;1,348;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-1ME1318-1-attrFilt;0,515;0,609;2,718;1,642;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-1ME1326-1-attrFilt;0,466;0,685;2,63;1,460;4;Arredondada e baixa circularidade;7;Regular nao esferica
30000;9;GSR9mm5-1ME1399-1-attrFilt;0,552;0,626;2,503;1,597;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;0.40;GSR0.401-10MD345-1-attrFilt;0,502;0,829;2,564;1,207;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.401-10MD1168-1-attrFilt;0,435;0,925;3,008;1,082;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSR0.402-10MD30-1-attrFilt;0,502;0,689;2,948;1,451;1;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;0.40;GSR0.402-10MD62-1-attrFilt;0,53;0,719;2,732;1,391;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.404-1MD135-1-attrFilt;0,493;0,791;2,235;1,264;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.404-10MD1-1-attrFilt;0,559;0,803;2,356;1,245;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.404-10ME192-1-attrFilt;0,553;0,84;2,889;1,191;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.405-10MD31-1-attrFilt;0,587;0,762;2,131;1,312;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;0.40;GSR0.405-10MD254-1-attrFilt;0,406;0,844;2,945;1,184;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;0.40;GSR0.405-10MD487-1-attrFilt;0,499;0,734;3,277;1,362;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME1297-1-attrFilt;0,287;0,763;3,207;1,310;4;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
30000;9;GSR9mm5-10ME1285-1-attrFilt;0,306;0,749;3,423;1,336;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-10ME1270-1-attrFilt;0,302;0,597;3,534;1,675;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm5-10ME1268-1-attrFilt;0,314;0,595;3,214;1,681;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm5-10ME1236-1-attrFilt;0,538;0,819;3,029;1,222;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME1188-1-attrFilt;0,681;0,89;2,608;1,124;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-10ME1183-1-attrFilt;0,389;0,839;2,215;1,191;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-10ME1176-1-attrFilt;0,306;0,726;2,722;1,377;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-10ME1165-1-attrFilt;0,184;0,723;2,369;1,383;4;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
30000;9;GSR9mm5-10ME1154-1-attrFilt;0,423;0,695;2,883;1,440;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
30000;9;GSR9mm5-10ME984-1-attrFilt;0,384;0,603;3,174;1,660;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm5-10ME979-1-attrFilt;0,301;0,692;3,042;1,445;4;Arredondada e muito baixa circularidade;8;Irregular arredondada
30000;9;GSR9mm5-10ME955-1-attrFilt;0,336;0,75;2,991;1,334;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-10ME557-1-attrFilt;0,626;0,9;2,33;1,111;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-10ME542-1-attrFilt;0,596;0,724;2,279;1,381;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME453-1-attrFilt;0,418;0,504;3,505;1,984;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm5-10ME416-1-attrFilt;0,574;0,616;3,196;1,623;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME410-1-attrFilt;0,574;0,566;3,059;1,768;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME395-1-attrFilt;0,624;0,876;2,448;1,142;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-10ME331-1-attrFilt;0,5;0,721;2,635;1,388;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME325-1-attrFilt;0,411;0,32;3,445;3,128;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
30000;9;GSR9mm5-10ME283-1-attrFilt;0,384;0,714;2,698;1,400;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm5-10ME281-1-attrFilt;0,52;0,623;3,038;1,605;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME265-1-attrFilt;0,523;0,589;3,09;1,697;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME250-1-attrFilt;0,618;0,889;2,386;1,125;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
30000;9;GSR9mm5-10ME227-1-attrFilt;0,497;0,716;2,246;1,397;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME218-1-attrFilt;0,582;0,763;2,312;1,310;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME208-1-attrFilt;0,569;0,676;2,77;1,478;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME175-1-attrFilt;0,484;0,725;2,652;1,380;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME162-1-attrFilt;0,585;0,619;3,351;1,617;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME145-1-attrFilt;0,523;0,797;2,527;1,254;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME106-1-attrFilt;0,293;0,699;2,908;1,430;4;Arredondada e muito baixa circularidade;8;Irregular arredondada
30000;9;GSR9mm5-10ME104-1-attrFilt;0,481;0,772;2,385;1,295;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME96-1-attrFilt;0,448;0,795;2,465;1,258;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm5-10ME83-1-attrFilt;0,563;0,641;3,096;1,559;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm5-10ME74-1-attrFilt;0,444;0,557;3,255;1,796;4;Arredondada e muito baixa circularidade;8;Irregular
30000;9;GSR9mm5-10ME30-1-attrFilt;0,393;0,861;2,763;1,161;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
30000;9;GSR9mm2-10MD459-1-attrFilt;0,594;0,827;2,867;1,209;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
30000;9;GSR9mm2-10MD458-1-attrFilt;0,532;0,597;2,954;1,676;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
30000;9;GSR9mm2-10MD387-1-attrFilt;0,624;0,549;3,373;1,822;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
