t;x;y;z;a;;;;
2,93221E+14;0.55029297;56.736.298;0.49752808;3;;1654638175565;;
2,93221E+14;0.78611755;56.042.023;0.7920227;3;;1654638175570;;
2,93221E+14;0.7885132;5.294.159;0.9236908;3;;1654638175574;;
2,93221E+14;0.7490082;4.914.673;10.685.425;3;;1654638175579;;
2,93221E+14;0.866333;45.064.545;13.690.186;3;;1654638175584;;
2,93221E+14;1.187.149;41.616.974;18.143.463;3;;1654638175589;;
2,93221E+14;16.408.539;38.600.311;23.925.323;3;;1654638175594;;
2,93221E+14;19.676.666;35.799.103;31.838.226;3;;1654638175599;;
2,93221E+14;2.210.678;33.584.442;422.171;3;;1654638175604;;
2,93221E+14;24.213.562;32.231.598;53.661.346;3;;1654638175609;;
2,93222E+14;25.422.668;3.219.574;64.710.693;3;;1654638175614;;
2,93222E+14;25.482.483;3.212.387;72.192.535;3;;1654638175619;;
2,93222E+14;2.333.969;30.986.633;75.676.117;3;;1654638175624;;
2,93222E+14;20.598.297;29.681.854;75.484.467;3;;1654638175629;;
2,93222E+14;18.730.927;27.934.113;73.186.035;3;;1654638175634;;
2,93222E+14;18.371.735;26.401.825;69.067.993;3;;1654638175639;;
2,93222E+14;19.664.612;25.049.133;6.478.241;3;;1654638175644;;
2,93222E+14;21.065.216;23.145.752;6.162.216;3;;1654638175649;;
2,93222E+14;23.686.829;22.403.412;59.263.763;3;;1654638175654;;
2,93222E+14;2.756.546;23.037.872;5.664.215;3;;1654638175658;;
2,93222E+14;32.210.236;22.595.062;5.245.224;3;;1654638175663;;
2,93222E+14;37.501.373;2.096.695;48.310.394;3;;1654638175668;;
2,93222E+14;4.188.278;19.733.887;4.421.631;3;;1654638175673;;
2,93222E+14;45.486.145;1.926.712;4.145.096;3;;1654638175678;;
2,93222E+14;4.625.229;19.099.426;41.869.965;3;;1654638175683;;
2,93222E+14;439.299;18.644.562;4.520.981;3;;1654638175688;;
2,93222E+14;41.176.453;18.261.566;50.955.963;3;;1654638175693;;
2,93222E+14;3.807.602;19.255.066;5.727.661;3;;1654638175698;;
2,93222E+14;36.543.732;21.302.185;62.436.066;3;;1654638175703;;
2,93222E+14;35.131.226;22.056.274;6.569.229;3;;1654638175708;;
2,93222E+14;3.376.648;21.278.229;67.535.706;3;;1654638175713;;
2,93222E+14;33.012.238;20.069.122;6.904.419;3;;1654638175718;;
2,93222E+14;33.634.796;1.926.712;708.757;3;;1654638175723;;
2,93222E+14;35.454.407;19.482.574;71.869.354;3;;1654638175728;;
2,93222E+14;3.637.619;19.997.253;72.994.537;3;;1654638175733;;
2,93222E+14;35.873.413;19.578.247;74.921.875;3;;1654638175738;;
2,93222E+14;34.305.115;1.942.276;78.429.413;3;;1654638175742;;
2,93222E+14;33.347.473;19.482.574;8.500.153;3;;1654638175747;;
2,93222E+14;33.072.205;20.117.035;9.354.874;3;;1654638175752;;
2,93222E+14;3.203.064;20.931.091;10.285.019;3;;1654638175757;;
2,93222E+14;3.084.549;20.931.091;11.112.228;3;;1654638175762;;
2,93222E+14;29.444.885;20.643.768;11.878.372;3;;1654638175767;;
2,93222E+14;29.037.933;19.937.439;12.479.309;3;;1654638175772;;
2,93222E+14;27.780.914;20.140.991;12.831.253;3;;1654638175777;;
2,93222E+14;26.990.814;20.667.725;12.801.331;3;;1654638175782;;
2,93222E+14;27.577.515;21.768.951;12.241.089;3;;1654638175787;;
2,93222E+14;2.530.304;22.140.045;11.820.908;3;;1654638175792;;
2,93222E+14;22.513.733;22.415.466;11.330.093;3;;1654638175797;;
2,93222E+14;2.044.281;2.369.629;10.992.508;3;;1654638175802;;
2,93222E+14;18.874.512;25.384.216;10.884.766;3;;1654638175807;;
2,93222E+14;18.048.553;26.318.054;10.859.634;3;;1654638175812;;
2,93222E+14;18.730.927;26.557.465;106.944.275;3;;1654638175817;;
2,93222E+14;21.148.987;27.299.652;10.520.859;3;;1654638175821;;
2,93222E+14;24.476.929;28.388.977;10.464.584;3;;1654638175826;;
2,93222E+14;29.121.704;2.998.108;10.449.036;3;;1654638175831;;
2,93222E+14;34.700.165;31.812.744;10.354.462;3;;1654638175836;;
2,93222E+14;4.014.694;33.237.305;10.203.629;3;;1654638175841;;
2,93222E+14;4.364.258;33.332.977;10.046.799;3;;1654638175846;;
2,93222E+14;43.822.174;33.488.617;9.884.003;3;;1654638175851;;
2,93222E+14;41.930.695;33.728.027;9.765.488;3;;1654638175856;;
2,93222E+14;39.452.667;3.532.013;991.272;3;;1654638175861;;
2,93222E+14;3.692.688;3.737.915;10.285.019;3;;1654638175866;;
2,93222E+14;34.389.038;40.048.676;10.778.229;3;;1654638175871;;
2,93222E+14;29.959.717;41.664.886;11.451.004;3;;1654638175876;;
2,93222E+14;22.034.912;43.292.847;12.121.384;3;;1654638175881;;
2,93222E+14;10.626.526;45.208.282;12.634.933;3;;1654638175886;;
2,93222E+14;-0.042266846;47.662.354;12.986.877;3;;1654638175891;;
2,93222E+14;-0.919754;5.088.257;13.217.926;3;;1654638175896;;
2,93222E+14;-14.763.947;53.719.635;13.187.988;3;;1654638175901;;
2,93222E+14;-17.780.762;54.868.774;12.946.182;3;;1654638175905;;
2,93222E+14;-17.888.489;55.299.835;12.813.309;3;;1654638175910;;
2,93222E+14;-15.063.324;5.671.234;12.616.974;3;;1654638175915;;
2,93222E+14;-11.855.011;5.758.621;1.236.319;3;;1654638175920;;
2,93222E+14;-0.82518005;5.899.887;12.132.156;3;;1654638175925;;
2,93222E+14;-0.58935547;6.109.375;118.125.305;3;;1654638175930;;
2,93222E+14;-0.49717712;6.220.703;11.428.253;3;;1654638175935;;
2,93222E+14;-0.4492798;62.027.435;110.655.365;3;;1654638175940;;
2,93222E+14;-0.4887848;63.212.585;10.696.823;3;;1654638175945;;
2,93222E+14;-0.57618713;65.822.296;10.119.827;3;;1654638175950;;
2,93222E+14;-0.722229;6.918.625;9.396.774;3;;1654638175955;;
2,93222E+14;-1.034.668;72.969.055;8.500.153;3;;1654638175960;;
2,93222E+14;-13.985.901;7.567.444;73.222.046;3;;1654638175965;;
2,93222E+14;-16.811.066;77.158.813;5.980.255;3;;1654638175970;;
2,93222E+14;-18.726.349;77.673.645;4.706.543;3;;1654638175975;;
2,93222E+14;-2.054.596;7.857.147;3.817.093;3;;1654638175980;;
2,93222E+14;-230.719;8.003.189;33.035.278;3;;1654638175984;;
2,93222E+14;-2.576.538;8.070.221;309.404;3;;1654638175989;;
2,93222E+14;-27.357.483;8.047.485;31.790.314;3;;1654638175994;;
2,93222E+14;-2.809.967;79.181.976;3.481.903;3;;1654638175999;;
2,93222E+14;-28.267.365;77.553.864;4.043.335;3;;1654638176004;;
2,93222E+14;-27.249.756;75.746.307;473.526;3;;1654638176009;;
2,93222E+14;-26.423.798;7.323.242;5.482.254;3;;1654638176014;;
2,93222E+14;-26.723.022;70.718.536;6.442.337;3;;1654638176019;;
2,93222E+14;-28.279.266;6.983.261;7.439.514;3;;1654638176024;;
2,93222E+14;-29.332.733;70.359.344;8.480.988;3;;1654638176029;;
2,93222E+14;-30.613.556;7.009.598;9.400.375;3;;1654638176034;;
2,93222E+14;-32.852.173;703.833;10.182.068;3;;1654638176039;;
2,93222E+14;-36.694.946;7.105.362;10.696.823;3;;1654638176044;;
2,93222E+14;-41.351.624;7.108.963;10.974.548;3;;1654638176049;;
2,93222E+14;-45.876.617;7.081.421;11.030.823;3;;1654638176054;;
2,93222E+14;-49.192.657;71.113.434;108.524.475;3;;1654638176059;;
2,93222E+14;-52.077.637;71.747.894;10.408.325;3;;1654638176064;;
2,93222E+14;-5.529.785;7.263.382;9.862.442;3;;1654638176068;;
2,93222E+14;-58.984.833;7.323.242;9.305.801;3;;1654638176073;;
2,93222E+14;-6.264.801;7.407.028;8.661.758;3;;1654638176078;;
2,93222E+14;-65.592.957;75.423.126;8.070.389;3;;1654638176083;;
2,93222E+14;-6.699.356;76.332.855;7.434.723;3;;1654638176088;;
2,93222E+14;-65.784.454;76.679.993;6.840.973;3;;1654638176093;;
2,93222E+14;-62.624.054;76.536.407;62.819.214;3;;1654638176098;;
2,93222E+14;-582.666;7.726.654;5.789.917;3;;1654638176103;;
2,93222E+14;-5.390.915;7.836.792;5.451.126;3;;1654638176108;;
2,93222E+14;-49.779.205;79.840.393;5.355.362;3;;1654638176113;;
2,93222E+14;-4.472.748;8.110.931;53.649.445;3;;1654638176118;;
2,93222E+14;-38.311.005;8.076.218;53.529.663;3;;1654638176123;;
2,93222E+14;-3.070.938;79.026.337;53.733.215;3;;1654638176128;;
2,93222E+14;-23.012.085;76.967.316;5.477.463;3;;1654638176133;;
2,93222E+14;-15.721.741;75.267.487;56.582.336;3;;1654638176138;;
2,93222E+14;-0.9616394;73.603.516;57.049.103;3;;1654638176143;;
2,93222E+14;-0.41456604;72.262.726;5.738.434;3;;1654638176148;;
2,93222E+14;-0.078186035;7.033.539;5.679.779;3;;1654638176152;;
2,93222E+14;0.051101685;68.467.865;56.450.653;3;;1654638176157;;
2,93222E+14;0.075042725;68.013;5.648.651;3;;1654638176162;;
2,93222E+14;0.089401245;6.761.795;56.773.834;3;;1654638176167;;
2,93222E+14;0.16363525;66.684.265;5.631.897;3;;1654638176172;;
2,93222E+14;0.23545837;65.570.984;58.126.526;3;;1654638176177;;
2,93222E+14;0.17320251;63.368.225;62.029.114;3;;1654638176182;;
2,93222E+14;-0.109313965;62.566.223;6.766.739;3;;1654638176187;;
2,93222E+14;-0.43373108;62.302.856;7.287.491;3;;1654638176192;;
2,93222E+14;-0.7808838;6.092.621;77.938.538;3;;1654638176197;;
2,93222E+14;-11.053.009;5.879.532;8.258.331;3;;1654638176202;;
2,93222E+14;-14.321.136;56.448.975;8.819.778;3;;1654638176207;;
2,93222E+14;-17.445.526;5.534.775;9.347.702;3;;1654638176212;;
2,93222E+14;-19.911.499;55.898.285;9.868.439;3;;1654638176217;;
2,93222E+14;-23.969.727;56.006.165;10.373.611;3;;1654638176222;;
2,93222E+14;-2.778.839;5.580.261;10.814.148;3;;1654638176227;;
2,93222E+14;-29.691.772;56.245.575;11.003.281;3;;1654638176231;;
2,93222E+14;-2.944.046;55.383.606;11.246.292;3;;1654638176236;;
2,93222E+14;-2.730.957;5.528.778;11.419.876;3;;1654638176241;;
2,93222E+14;-2.300.003;5.527.588;11.447.403;3;;1654638176246;;
2,93222E+14;-1.632.019;5.440.201;11.333.679;3;;1654638176251;;
2,93222E+14;-0.6049042;52.809.906;11.205.597;3;;1654638176256;;
2,93222E+14;0.49043274;51.038.055;11.043.991;3;;1654638176261;;
2,93222E+14;15.259.247;4.883.545;10.948.212;3;;1654638176266;;
2,93222E+14;24.919.891;46.680.603;10.902.725;3;;1654638176271;;
2,93222E+14;3.290.451;45.148.315;1.076.387;3;;1654638176276;;
2,93222E+14;39.320.984;4.397.522;10.504.089;3;;1654638176281;;
2,93222E+14;43.163.757;43.352.814;10.125.809;3;;1654638176286;;
2,93222E+14;45.893.097;4.397.522;9.613.449;3;;1654638176291;;
2,93222E+14;48.095.703;4.389.145;8.969.406;3;;1654638176296;;
2,93222E+14;50.202.637;43.376.617;8.448.669;3;;1654638176301;;
2,93222E+14;52.369.385;42.012.024;8.084.747;3;;1654638176306;;
2,93222E+14;5.445.236;4.109.024;7.865.692;3;;1654638176311;;
2,93222E+14;56.906.433;4.176.056;768.013;3;;1654638176315;;
2,93222E+14;58.821.716;4.235.916;75.544.434;3;;1654638176320;;
2,93222E+14;6.013.855;4.165.283;74.407.196;3;;1654638176325;;
2,93222E+14;595.401;39.953.003;7.384.445;3;;1654638176330;;
2,93222E+14;58.378.906;38.276.978;7.462.265;3;;1654638176335;;
2,93222E+14;57.744.446;38.121.338;75.436.707;3;;1654638176340;;
2,93222E+14;57.026.215;37.941.895;76.382.294;3;;1654638176345;;
2,93222E+14;5.567.337;37.750.244;77.459.717;3;;1654638176350;;
2,93222E+14;5.210.602;3.753.479;78.836.365;3;;1654638176355;;
2,93222E+14;4.704.239;367.807;8.070.389;3;;1654638176360;;
2,93222E+14;4.230.179;36.948.242;8.275.085;3;;1654638176365;;
2,93222E+14;4.029.068;38.253.021;8.318.192;3;;1654638176370;;
2,93222E+14;39.943.542;38.420.715;8.246.368;3;;1654638176375;;
2,93222E+14;3.981.186;3.761.856;8.152.985;3;;1654638176380;;
2,93222E+14;39.931.488;37.068.024;8.059.616;3;;1654638176385;;
2,93222E+14;40.961;3.705.597;8.046.448;3;;1654638176390;;
2,93222E+14;41.368.103;36.996.155;7.929.138;3;;1654638176394;;
2,93222E+14;40.781.555;3.654.129;78.513.184;3;;1654638176399;;
2,93222E+14;3.981.186;36.289.825;77.052.765;3;;1654638176404;;
2,93222E+14;39.548.492;36.457.367;7.596.344;3;;1654638176409;;
2,93222E+14;40.578.003;36.577.148;74.526.825;3;;1654638176414;;
2,93222E+14;40.829.315;36.206.055;7.360.504;3;;1654638176419;;
2,93222E+14;407.576;3.543.991;75.436.707;3;;1654638176424;;
2,93222E+14;415.596;34.841.309;7.908.783;3;;1654638176429;;
2,93222E+14;43.127.747;34.661.713;8.433.105;3;;1654638176434;;
2,93222E+14;45.342.407;33.512.573;8.914.352;3;;1654638176439;;
2,93222E+14;47.305.756;31.082.458;9.505.707;3;;1654638176444;;
2,93222E+14;49.592.133;28.580.475;10.300.583;3;;1654638176449;;
2,93222E+14;5.333.908;27.060.242;11.174.469;3;;1654638176454;;
2,93222E+14;5.757.675;25.851.135;11.960.968;3;;1654638176459;;
2,93222E+14;6.036.606;24.785.767;12.612.183;3;;1654638176464;;
2,93222E+14;60.665.283;23.085.785;1.307.547;3;;1654638176469;;
2,93222E+14;60.665.283;2.108.673;13.581.848;3;;1654638176474;;
2,93222E+14;62.017.975;20.033.264;13.960.129;3;;1654638176478;;
2,93222E+14;63.634.186;19.410.706;14.291.718;3;;1654638176483;;
2,93222E+14;64.663.696;18.800.201;14.412.628;3;;1654638176488;;
2,93222E+14;6.602.829;18.297.424;1.428.334;3;;1654638176493;;
2,93222E+14;6.665.085;18.321.381;13.925.415;3;;1654638176498;;
2,93222E+14;6.656.708;17.806.549;13.477.692;3;;1654638176503;;
2,93222E+14;65.764.923;16.621.552;12.803.726;3;;1654638176508;;
2,93222E+14;6.542.984;15.615.845;11.962.158;3;;1654638176513;;
2,93222E+14;66.794.434;14.275.208;11.048.782;3;;1654638176518;;
2,93222E+14;68.266.907;13.676.605;10.110.245;3;;1654638176523;;
2,93222E+14;6.994.293;13.114.014;9.113.068;3;;1654638176528;;
2,93222E+14;70.601.196;1.258.728;8.129.044;3;;1654638176533;;
2,93222E+14;7.033.783;12.264.099;7.091.156;3;;1654638176538;;
2,93222E+14;6.843.445;12.635.193;5.912.018;3;;1654638176543;;
2,93222E+14;64.627.686;14.502.563;4.723.297;3;;1654638176548;;
2,93222E+14;595.401;17.722.778;3.683.014;3;;1654638176553;;
2,93222E+14;5.366.226;221.521;27.097.778;3;;1654638176558;;
2,93222E+14;46.084.595;28.149.567;18.023.682;3;;1654638176562;;
2,93222E+14;3.558.609;34.147.034;0.76927185;3;;1654638176567;;
2,93222E+14;22.082.825;39.067.078;-0.17045593;3;;1654638176572;;
2,93222E+14;0.89027405;4.275.421;-10.610.962;3;;1654638176577;;
2,93222E+14;-0.1907196;46.333.466;-17.602.081;3;;1654638176582;;
2,93222E+14;-0.9389038;50.212.097;-21.755.981;3;;1654638176587;;
2,93222E+14;-14.871.674;53.887.177;-20.582.886;3;;1654638176592;;
2,93222E+14;-18.941.956;57.239.075;-16.752.167;3;;1654638176597;;
2,93222E+14;-22.473.297;5.915.451;-11.927.795;3;;1654638176602;;
2,93222E+14;-26.531.525;6.011.215;-0.40867615;3;;1654638176607;;
2,93222E+14;-29.811.554;61.428.986;0.4616089;3;;1654638176612;;
2,93223E+14;-3.193.039;6.275.772;12.816.315;3;;1654638176617;;
2,93223E+14;-32.792.358;6.394.287;1.908.905;3;;1654638176622;;
2,93223E+14;-32.313.538;6.442.169;2.410.492;3;;1654638176627;;
2,93223E+14;-30.457.916;6.476.883;27.361.145;3;;1654638176632;;
2,93223E+14;-28.291.168;6.539.139;29.456.024;3;;1654638176637;;
2,93223E+14;-25.777.283;6.626.526;2.947.998;3;;1654638176641;;
2,93223E+14;-23.730.316;66.875.763;26.331.635;3;;1654638176646;;
2,93223E+14;-22.533.112;6.673.218;20.166.473;3;;1654638176651;;
2,93223E+14;-22.509.308;6.670.822;1.240.921;3;;1654638176656;;
2,93223E+14;-21.719.208;6.710.327;0.56455994;3;;1654638176661;;
2,93223E+14;-20.905.151;689.946;-0.025604248;3;;1654638176666;;
2,93223E+14;-21.527.557;70.790.253;-0.58584595;3;;1654638176671;;
2,93223E+14;-23.287.354;7.227.463;-10.634.918;3;;1654638176676;;
2,93223E+14;-246.521;73.615.417;-14.884.644;3;;1654638176681;;
2,93223E+14;-2.497.528;7.493.225;-18.715.363;3;;1654638176686;;
2,93223E+14;-24.281.006;76.177.216;-21.743.927;3;;1654638176691;;
2,93223E+14;-24.484.406;77.099;-240.065;3;;1654638176696;;
2,93223E+14;-25.992.737;77.984.924;-2.649.643;3;;1654638176701;;
2,93223E+14;-28.446.808;79.134.064;-29.644.928;3;;1654638176706;;
2,93223E+14;-3.070.938;7.972.061;-30.159.607;3;;1654638176711;;
2,93223E+14;-31.679.077;7.986.435;-297.406;3;;1654638176716;;
2,93223E+14;-30.924.835;8.059.448;-30.387.115;3;;1654638176721;;
2,93223E+14;-29.631.958;8.126.495;-3.116.516;3;;1654638176725;;
2,93223E+14;-2.944.046;8.133.682;-31.620.026;3;;1654638176730;;
2,93223E+14;-29.272.919;81.432.495;-3.257.782;3;;1654638176735;;
2,93223E+14;-29.572.144;8.049.881;-34.505.157;3;;1654638176740;;
2,93223E+14;-29.763.641;7.932.556;-37.306.366;3;;1654638176745;;
2,93223E+14;-30.063.019;77.709.503;-3.918.579;3;;1654638176750;;
2,93223E+14;-30.793.152;7.559.067;-39.365.387;3;;1654638176755;;
2,93223E+14;-3.161.911;7.477.661;-36.600.037;3;;1654638176760;;
2,93223E+14;-31.942.444;74.752.655;-32.948.914;3;;1654638176765;;
2,93223E+14;-32.373.352;7.436.966;-28.040.771;3;;1654638176770;;
2,93223E+14;-3.236.145;7.319.641;-20.930.023;3;;1654638176775;;
2,93223E+14;-32.241.669;7.175.995;-12.741.852;3;;1654638176780;;
2,93223E+14;-3.011.078;7.125.717;-0.47691345;3;;1654638176785;;
2,93223E+14;-26.351.929;7.125.717;0.20903015;3;;1654638176790;;
2,93223E+14;-23.119.812;7.144.867;0.9153137;3;;1654638176795;;
2,93223E+14;-21.144.562;7.246.628;153.302;3;;1654638176800;;
2,93223E+14;-20.498.047;72.957;20.621.338;3;;1654638176804;;
2,93223E+14;-22.018.433;7.369.919;2.560.135;3;;1654638176809;;
2,93223E+14;-25.346.375;74.872.437;2.983.902;3;;1654638176814;;
2,93223E+14;-27.644.806;74.752.655;31.550.903;3;;1654638176819;;
2,93223E+14;-2.809.967;7.405.838;32.101.593;3;;1654638176824;;
2,93223E+14;-28.674.316;73.795.013;32.005.768;3;;1654638176829;;
2,93223E+14;-29.631.958;74.118.195;3.189.804;3;;1654638176834;;
2,93223E+14;-31.954.346;74.477.386;32.771.912;3;;1654638176839;;
2,93223E+14;-33.738.098;7.560.257;34.615.479;3;;1654638176844;;
2,93223E+14;-34.240.875;76.727.905;38.553.925;3;;1654638176849;;
2,93223E+14;-34.492.188;77.924.957;4.386.902;3;;1654638176854;;
2,93223E+14;-3.469.574;79.217.834;48.394.165;3;;1654638176859;;
2,93223E+14;-3.407.318;8.041.504;51.434.784;3;;1654638176864;;
2,93223E+14;-31.583.252;8.079.803;54.008.484;3;;1654638176869;;
2,93223E+14;-26.112.518;8.140.854;5.568.451;3;;1654638176874;;
2,93223E+14;-19.660.187;8.138.458;55.504.913;3;;1654638176879;;
2,93223E+14;-14.943.542;8.114.517;5.363.739;3;;1654638176884;;
2,93223E+14;-12.154.388;8.108.536;47.831.573;3;;1654638176888;;
2,93223E+14;-12.800.751;8.221.069;37.835.693;3;;1654638176893;;
2,93223E+14;-16.619.568;8.400.635;26.271.667;3;;1654638176898;;
2,93223E+14;-22.688.751;8.587.372;15.665.436;3;;1654638176903;;
2,93223E+14;-29.081.268;8.744.202;0.74412537;3;;1654638176908;;
2,93223E+14;-35.126.648;8.830.383;0.25810242;3;;1654638176913;;
2,93223E+14;-4.062.134;8.884.262;-0.04714966;3;;1654638176918;;
2,93223E+14;-47.133.636;9.009.949;-0.35481262;3;;1654638176923;;
2,93223E+14;-5.366.974;9.090.164;-0.6672516;3;;1654638176928;;
2,93223E+14;-58.913.116;9.124.878;-0.8516083;3;;1654638176933;;
2,93223E+14;-63.450.165;9.109.314;-0.86717224;3;;1654638176938;;
2,93223E+14;-6.588.028;9.133.255;-0.58465576;3;;1654638176943;;
2,93223E+14;-66.849.823;92.026.825;-0.12615967;3;;1654638176948;;
2,93223E+14;-66.849.823;9.221.832;0.39578247;3;;1654638176953;;
2,93223E+14;-6.640.686;9.141.632;0.8734131;3;;1654638176958;;
2,93223E+14;-6.410.843;90.327;14.049.377;3;;1654638176963;;
2,93223E+14;-6.019.394;8.956.085;19.424.286;3;;1654638176967;;
2,93223E+14;-5.497.467;8.886.658;2.390.152;3;;1654638176972;;
2,93223E+14;-5.031.784;8.906.998;28.713.837;3;;1654638176977;;
2,93223E+14;-48.761.597;895.369;34.160.614;3;;1654638176982;;
2,93223E+14;-4.967.148;8.938.126;38.913.116;3;;1654638176987;;
2,93223E+14;-5.121.567;8.833.984;42.983.246;3;;1654638176992;;
2,93223E+14;-52.352.905;8.793.274;4.690.979;3;;1654638176997;;
2,93223E+14;-53.250.732;869.751;513.031;3;;1654638177002;;
2,93223E+14;-52.747.955;861.731;57.994.843;3;;1654638177007;;
2,93223E+14;-5.185.013;8.550.262;67.990.723;3;;1654638177012;;
2,93223E+14;-5.119.171;8.532.303;77.651.215;3;;1654638177017;;
2,93223E+14;-50.677.032;8.508.362;8.454.651;3;;1654638177022;;
2,93223E+14;-50.497.437;8.347.961;8.820.969;3;;1654638177027;;
2,93223E+14;-48.558.197;8.139.664;8.884.415;3;;1654638177032;;
2,93223E+14;-4.378.174;7.833.206;8.599.503;3;;1654638177037;;
2,93223E+14;-37.724.457;74.561.157;8.281.082;3;;1654638177042;;
2,93223E+14;-31.559.296;70.921.936;8.039.261;3;;1654638177047;;
2,93223E+14;-24.939.423;6.868.332;77.723.083;3;;1654638177051;;
2,93223E+14;-19.408.722;6.698.349;77.495.728;3;;1654638177056;;
2,93223E+14;-15.997.009;64.948.425;7.821.396;3;;1654638177061;;
2,93223E+14;-13.471.069;622.789;7.795.059;3;;1654638177066;;
2,93223E+14;-1.153.183;5.908.264;7.908.783;3;;1654638177071;;
2,93223E+14;-10.705.872;5.619.766;8.137.421;3;;1654638177076;;
2,93223E+14;-12.501.526;54.521.637;8.555.222;3;;1654638177081;;
2,93223E+14;-15.781.555;52.295.074;8.987.366;3;;1654638177086;;
2,93223E+14;-19.887.543;4.979.309;9.296.219;3;;1654638177091;;
2,93223E+14;-24.388.733;47.446.747;95.117.035;3;;1654638177096;;
2,93223E+14;-2.944.046;46.572.876;9.759.491;3;;1654638177101;;
2,93223E+14;-34.647.827;4.651.306;10.215.591;3;;1654638177106;;
2,93223E+14;-39.448.242;4.713.562;10.845.276;3;;1654638177111;;
2,93223E+14;-42.548.676;4.777.008;11.564.728;3;;1654638177116;;
2,93223E+14;-42.931.824;4.769.821;124.170.685;3;;1654638177121;;
2,93223E+14;-41.207.886;47.674.255;13.256.226;3;;1654638177126;;
2,93223E+14;-38.083.496;4.737.503;1.404.631;3;;1654638177131;;
2,93223E+14;-32.947.998;46.692.657;14.534.729;3;;1654638177135;;
2,93223E+14;-2.607.666;44.980.774;1.495.491;3;;1654638177140;;
2,93223E+14;-18.870.087;42.814.026;15.215.881;3;;1654638177145;;
2,93223E+14;-11.783.142;41.461.334;153.667.145;3;;1654638177150;;
2,93223E+14;-0.39422607;41.197.968;15.393.051;3;;1654638177155;;
2,93223E+14;0.4377594;4.097.046;15.363.129;3;;1654638177160;;
2,93223E+14;1.068.634;401.326;15.257.782;3;;1654638177165;;
2,93223E+14;15.917.664;39.127.045;15.092.575;3;;1654638177170;;
2,93223E+14;20.777.893;39.127.045;14.686.768;3;;1654638177175;;
2,93223E+14;25.578.308;39.701.538;14.065.475;3;;1654638177180;;
2,93223E+14;29.277.344;39.701.538;13.220.322;3;;1654638177185;;
2,93223E+14;3.194.687;39.498.138;12.314.117;3;;1654638177190;;
2,93223E+14;33.515.015;39.450.226;11.550.354;3;;1654638177195;;
2,93223E+14;3.392.212;39.210.815;10.779.434;3;;1654638177200;;
2,93223E+14;33.838.348;3.978.531;10.125.809;3;;1654638177205;;
2,93223E+14;32.868.652;4.105.423;9.579.926;3;;1654638177210;;
2,93223E+14;31.180.725;4.156.906;9.175.308;3;;1654638177214;;
2,93223E+14;28.128.052;43.005.524;88.676.605;3;;1654638177219;;
2,93223E+14;24.692.383;4.484.909;8.561.203;3;;1654638177224;;
2,93223E+14;21.532.135;4.622.574;8.221.222;3;;1654638177229;;
2,93223E+14;19.592.743;4.682.434;7.941.101;3;;1654638177234;;
2,93223E+14;19.844.208;4.659.683;7.704.071;3;;1654638177239;;
2,93223E+14;21.783.447;45.998.383;7.621.475;3;;1654638177244;;
2,93223E+14;23.160.095;46.836.243;7.755.554;3;;1654638177249;;
2,93223E+14;23.830.566;47.829.895;78.716.736;3;;1654638177254;;
2,93223E+14;23.399.506;47.817.993;79.674.377;3;;1654638177259;;
2,93223E+14;22.166.595;47.817.993;8.109.894;3;;1654638177264;;
2,93223E+14;2.112.503;48.452.454;8.330.154;3;;1654638177269;;
2,93223E+14;20.909.576;4.954.178;8.538.452;3;;1654638177274;;
2,93223E+14;2.037.094;50.044.556;8.720.413;3;;1654638177279;;
2,93223E+14;19.544.983;50.523.376;9.013.702;3;;1654638177284;;
2,93223E+14;17.318.268;50.547.333;9.268.692;3;;1654638177289;;
2,93223E+14;13.990.326;5.096.634;9.412.338;3;;1654638177294;;
2,93223E+14;10.770.111;5.223.526;9.413.528;3;;1654638177298;;
2,93223E+14;0.7885132;52.450.714;9.274.673;3;;1654638177303;;
2,93223E+14;0.5921936;50.990.295;9.249.527;3;;1654638177308;;
2,93223E+14;0.6472626;49.338.226;9.326.141;3;;1654638177313;;
2,93223E+14;0.92259216;4.859.604;947.818;3;;1654638177318;;
2,93223E+14;13.739.014;48.105.164;9.615.845;3;;1654638177323;;
2,93223E+14;19.113.922;48.057.404;957.515;3;;1654638177328;;
2,93223E+14;24.524.841;47.554.626;9.382.416;3;;1654638177333;;
2,93223E+14;29.265.442;46.010.284;9.107.071;3;;1654638177338;;
2,93223E+14;33.287.659;4.417.877;8.842.514;3;;1654638177343;;
2,93223E+14;37.477.417;43.520.355;8.654.572;3;;1654638177348;;
2,93223E+14;40.111.084;4.366.394;8.637.817;3;;1654638177353;;
2,93223E+14;4.178.711;44.501.953;8.719.223;3;;1654638177358;;
2,93223E+14;42.840.424;4.538.788;888.681;3;;1654638177363;;
2,93223E+14;42.289.886;4.460.968;9.079.544;3;;1654638177368;;
2,93223E+14;42.313.843;4.389.145;9.248.337;3;;1654638177373;;
2,93223E+14;44.097.443;4.354.431;9.346.497;3;;1654638177377;;
2,93223E+14;4.665.924;43.161.163;9.403.961;3;;1654638177382;;
2,93223E+14;4.855.072;4.282.608;9.295.029;3;;1654638177387;;
2,93223E+14;5.009.491;42.490.845;9.090.317;3;;1654638177392;;
2,93223E+14;512.442;42.143.707;8.814.987;3;;1654638177397;;
2,93223E+14;5.199.829;41.664.886;8.531.265;3;;1654638177402;;
