t;x;y;z;a;;;;
2,93213E+14;26.511.993;39.079.132;37.285.004;3;;1654638167073;;
2,93213E+14;26.727.448;38.600.311;36.411.133;3;;1654638167078;;
2,93213E+14;2.740.982;38.492.584;35.453.491;3;;1654638167083;;
2,93213E+14;28.547.058;38.109.436;3.402.893;3;;1654638167088;;
2,93213E+14;29.241.486;38.025.665;32.376.862;3;;1654638167093;;
2,93213E+14;29.600.525;3.800.171;30.138.397;3;;1654638167098;;
2,93213E+14;28.882.294;37.702.484;26.906.128;3;;1654638167103;;
2,93213E+14;27.745.056;37.762.299;2.319.519;3;;1654638167108;;
2,93213E+14;2.696.701;37.403.107;20.453.796;3;;1654638167113;;
2,93213E+14;25.853.577;37.546.844;1.825.119;3;;1654638167118;;
2,93213E+14;2.483.612;3.761.856;1.564.148;3;;1654638167123;;
2,93213E+14;23.746.796;37.199.707;145.401;3;;1654638167128;;
2,93213E+14;22.717.285;37.343.292;13.738.098;3;;1654638167133;;
2,93213E+14;21.556.091;37.666.473;12.983.856;3;;1654638167137;;
2,93213E+14;20.023.804;37.870.026;11.631.165;3;;1654638167142;;
2,93213E+14;17.809.143;37.654.572;111.763;3;;1654638167147;;
2,93213E+14;16.372.528;37.870.026;10.398.102;3;;1654638167152;;
2,93213E+14;15.031.891;38.276.978;0.90693665;3;;1654638167157;;
2,93213E+14;13.008.728;38.432.617;0.8806;3;;1654638167162;;
2,93213E+14;10.135.651;38.492.584;0.89616394;3;;1654638167167;;
2,93213E+14;0.8016815;38.660.126;10.326.385;3;;1654638167172;;
2,93213E+14;0.7609863;39.366.455;11.224.213;3;;1654638167177;;
2,93213E+14;0.80526733;40.288.086;12.768.402;3;;1654638167182;;
2,93213E+14;0.91300964;4.097.046;15.306.244;3;;1654638167187;;
2,93213E+14;10.351.105;4.227.539;18.311.005;3;;1654638167192;;
2,93213E+14;0.99920654;43.532.257;20.920.715;3;;1654638167197;;
2,93213E+14;0.7837219;43.951.263;23.877.563;3;;1654638167202;;
2,93213E+14;0.30488586;43.843.536;27.456.818;3;;1654638167207;;
2,93213E+14;-0.40379333;43.675.995;31.191.864;3;;1654638167212;;
2,93213E+14;-13.518.982;4.469.345;3.517.807;3;;1654638167217;;
2,93213E+14;-24.161.224;47.482.758;40.684.814;3;;1654638167221;;
2,93213E+14;-35.940.704;5.058.319;47.807.617;3;;1654638167226;;
2,93213E+14;-47.803.955;51.588.745;5.604.355;3;;1654638167231;;
2,93213E+14;-5.770.401;53.073.273;64.052.277;3;;1654638167236;;
2,93213E+14;-6.430.008;54.976.654;7.048.065;3;;1654638167241;;
2,93213E+14;-6.802.307;56.209.564;76.274.567;3;;1654638167246;;
2,93213E+14;-697.229;5.702.362;79.063.873;3;;1654638167251;;
2,93213E+14;-69.627.075;5.726.303;78.920.135;3;;1654638167256;;
2,93213E+14;-67.209.015;5.695.175;76.909.027;3;;1654638167261;;
2,93213E+14;-632.106;56.604.614;73.329.773;3;;1654638167266;;
2,93213E+14;-5.830.261;5.599.411;6.885.254;3;;1654638167271;;
2,93213E+14;-52.065.735;5.535.965;65.081.787;3;;1654638167276;;
2,93213E+14;-4.560.135;54.354.095;6.079.605;3;;1654638167281;;
2,93213E+14;-40.178.375;5.290.558;5.712.097;3;;1654638167286;;
2,93213E+14;-3.540.207;50.607.147;5.291.916;3;;1654638167291;;
2,93213E+14;-3.046.997;4.872.772;50.130.005;3;;1654638167296;;
2,93213E+14;-2.497.528;4.713.562;4.805.893;3;;1654638167300;;
2,93213E+14;-18.582.764;46.285.706;46.418.915;3;;1654638167305;;
2,93213E+14;-13.123.932;4.563.919;45.437.317;3;;1654638167310;;
2,93213E+14;-0.92453;45.423.737;45.030.212;3;;1654638167315;;
2,93213E+14;-0.73539734;4.551.956;4.362.961;3;;1654638167320;;
2,93213E+14;-0.7521515;4.528;4.316.284;3;;1654638167325;;
2,93213E+14;-0.9460907;448.851;43.102.875;3;;1654638167330;;
2,93213E+14;-12.693.024;44.166.718;43.892.975;3;;1654638167335;;
2,93213E+14;-17.912.445;4.413.086;44.335.938;3;;1654638167340;;
2,93213E+14;-24.281.006;4.334.076;45.437.317;3;;1654638167345;;
2,93213E+14;-31.631.165;42.502.747;46.981.506;3;;1654638167350;;
2,93213E+14;-39.448.242;41.952.057;4.802.307;3;;1654638167355;;
2,93213E+14;-4.604.431;41.377.563;49.591.217;3;;1654638167360;;
2,93213E+14;-51.682.587;4.006.073;5.153.061;3;;1654638167365;;
2,93213E+14;-56.614.685;38.767.853;52.667.847;3;;1654638167370;;
2,93213E+14;-5.912.857;38.097.534;54.092.407;3;;1654638167375;;
2,93213E+14;-5.857.788;37.463.074;55.911.865;3;;1654638167380;;
2,93213E+14;-56.339.264;36.828.613;58.006.897;3;;1654638167384;;
2,93213E+14;-5.287.964;359.906;6.064.041;3;;1654638167389;;
2,93213E+14;-48.354.645;34.673.767;62.352.295;3;;1654638167394;;
2,93213E+14;-44.751.434;32.698.517;63.226.166;3;;1654638167399;;
2,93213E+14;-4.138.748;29.837.494;64.171.906;3;;1654638167404;;
2,93213E+14;-36.766.663;26.988.373;66.183.014;3;;1654638167409;;
2,93213E+14;-31.080.475;2.503.708;6.818.222;3;;1654638167414;;
2,93213E+14;-25.669.556;22.439.423;7.182.144;3;;1654638167419;;
2,93213E+14;-20.749.512;20.069.122;76.118.927;3;;1654638167424;;
2,93213E+14;-13.363.342;20.152.893;8.381.638;3;;1654638167429;;
2,93213E+14;-0.8970032;17.351.685;9.506.912;3;;1654638167434;;
2,93213E+14;-0.40379333;1.634.613;10.859.634;3;;1654638167439;;
2,93213E+14;0.09060669;18.177.643;11.899.918;3;;1654638167444;;
2,93213E+14;0.13130188;17.662.964;12.634.933;3;;1654638167449;;
2,93213E+14;-0.17276001;15.412.445;12.985.687;3;;1654638167454;;
2,93213E+14;-0.56900024;14.658.203;13.270.599;3;;1654638167459;;
2,93213E+14;-12.812.653;12.323.914;13.635.712;3;;1654638167464;;
2,93213E+14;-21.383.972;10.911.255;141.336.975;3;;1654638167468;;
2,93213E+14;-27.010.345;13.101.959;14.695.145;3;;1654638167473;;
2,93213E+14;-30.242.462;16.034.851;15.199.127;3;;1654638167478;;
2,93213E+14;-3.165.512;17.639.008;15.657.608;3;;1654638167483;;
2,93213E+14;-30.637.512;18.716.431;15.965.271;3;;1654638167488;;
2,93213E+14;-28.231.354;17.902.374;16.117.294;3;;1654638167493;;
2,93213E+14;-24.388.733;17.794.647;16.114.914;3;;1654638167498;;
2,93213E+14;-2.003.128;17.722.778;1.605.864;3;;1654638167503;;
2,93213E+14;-16.020.966;18.429.108;15.974.838;3;;1654638167508;;
2,93213E+14;-13.542.938;18.548.737;15.990.402;3;;1654638167513;;
2,93213E+14;-11.950.836;17.591.095;16.208.282;3;;1654638167518;;
2,93213E+14;-0.9891815;1.689.682;16.521.927;3;;1654638167523;;
2,93213E+14;-0.7413788;16.202.545;16.876.266;3;;1654638167528;;
2,93213E+14;-0.40260315;1.476.593;1.728.447;3;;1654638167533;;
2,93213E+14;0.02835083;13.437.195;1.754.065;3;;1654638167538;;
2,93213E+14;0.42819214;1.219.223;1.770.465;3;;1654638167543;;
2,93213E+14;0.7310486;11.318.359;1.781.958;3;;1654638167547;;
2,93213E+14;0.989624;10.408.478;17.762.115;3;;1654638167552;;
2,93213E+14;12.086.945;0.9750061;17.617.264;3;;1654638167557;;
2,93213E+14;13.463.593;0.94029236;17.392.212;3;;1654638167562;;
2,93213E+14;1.376.297;0.8122101;16.976.822;3;;1654638167567;;
2,93213E+14;14.062.195;0.75953674;16.257.355;3;;1654638167572;;
2,93213E+14;17.797.089;0.803833;15.323.624;3;;1654638167577;;
2,93213E+14;2.538.681;0.60032654;14.998.016;3;;1654638167582;;
2,93213E+14;31.587.677;0.02571106;15.758.163;3;;1654638167587;;
2,93213E+14;35.957.184;-0.24005127;16.502.762;3;;1654638167592;;
2,93213E+14;39.249.268;0.022125244;16.779.297;3;;1654638167597;;
2,93213E+14;39.201.355;0.44828796;1.651.474;3;;1654638167602;;
2,93213E+14;37.860.565;0.53448486;15.669.586;3;;1654638167607;;
2,93213E+14;36.675.415;0.36209106;14.444.946;3;;1654638167612;;
2,93214E+14;36.663.513;0.079574585;13.368.759;3;;1654638167617;;
2,93214E+14;39.668.121;-0.049713135;12.599.014;3;;1654638167622;;
2,93214E+14;4.379.822;-0.056884766;12.269.821;3;;1654638167627;;
2,93214E+14;47.150.116;-0.056884766;122.434.845;3;;1654638167631;;
2,93214E+14;4.871.826;-0.12272644;12.269.821;3;;1654638167636;;
2,93214E+14;48.682.404;-0.28553772;12.412.277;3;;1654638167641;;
2,93214E+14;4.792.816;-0.5022125;12.573.883;3;;1654638167646;;
2,93214E+14;49.041.443;-0.6291046;12.666.061;3;;1654638167651;;
2,93214E+14;52.525.024;-0.6973419;12.712.753;3;;1654638167656;;
2,93214E+14;5.724.167;-0.6769867;12.625.351;3;;1654638167661;;
2,93214E+14;6.159.912;-0.7176819;12.451.782;3;;1654638167666;;
2,93214E+14;6.463.974;-0.7931061;12.255.447;3;;1654638167671;;
2,93214E+14;6.681.839;-0.91641235;12.138.138;3;;1654638167676;;
2,93214E+14;69.715.424;-0.9990082;12.202.774;3;;1654638167681;;
2,93214E+14;74.001.007;-1.042.099;12.341.644;3;;1654638167686;;
2,93214E+14;78.968.964;-10.468.903;12.585.846;3;;1654638167691;;
2,93214E+14;8.332.642;-10.457.001;12.877.945;3;;1654638167696;;
2,93214E+14;8.573.257;-10.863.953;13.220.322;3;;1654638167701;;
2,93214E+14;8.734.863;-11.139.221;13.493.256;3;;1654638167706;;
2,93214E+14;8.799.515;-1.081.604;13.714.722;3;;1654638167710;;
2,93214E+14;866.304;-0.9906311;13.863.159;3;;1654638167715;;
2,93214E+14;8.271.591;-0.94873047;13.943.359;3;;1654638167720;;
2,93214E+14;76.083.984;-0.9762573;13.982.864;3;;1654638167725;;
2,93214E+14;70.984.344;-10.169.678;14.079.834;3;;1654638167730;;
2,93214E+14;6.898.514;-0.93556213;14.233.063;3;;1654638167735;;
2,93214E+14;6.989.502;-0.88887024;14.407.837;3;;1654638167740;;
2,93214E+14;72.085.724;-0.884079;14.494.034;3;;1654638167745;;
2,93214E+14;7.432.419;-0.923584;14.412.628;3;;1654638167750;;
2,93214E+14;7.698.181;-0.9834442;14.211.517;3;;1654638167755;;
2,93214E+14;7.899.292;-10.193.634;13.814.072;3;;1654638167760;;
2,93214E+14;8.062.103;-0.9439392;13.300.522;3;;1654638167765;;
2,93214E+14;8.157.867;-0.8098602;12.809.708;3;;1654638167770;;
2,93214E+14;8.169.846;-0.72247314;12.351.227;3;;1654638167775;;
2,93214E+14;8.105.194;-0.6697998;12.086.655;3;;1654638167780;;
2,93214E+14;793.042;-0.57403564;11.862.808;3;;1654638167785;;
2,93214E+14;7.641.922;-0.38609314;11.674.866;3;;1654638167790;;
2,93214E+14;72.564.545;-0.26878357;11.489.304;3;;1654638167794;;
2,93214E+14;6.838.669;-0.18977356;11.249.893;3;;1654638167799;;
2,93214E+14;64.460.144;-0.061676025;10.896.744;3;;1654638167804;;
2,93214E+14;615.152;0.14183044;10.458.603;3;;1654638167809;;
2,93214E+14;5.891.754;0.33216858;10.064.758;3;;1654638167814;;
2,93214E+14;5.757.675;0.51412964;9.639.786;3;;1654638167819;;
2,93214E+14;56.523.285;0.62545776;9.291.428;3;;1654638167824;;
2,93214E+14;5.642.761;0.7762909;8.981.384;3;;1654638167829;;
2,93214E+14;57.217.712;0.9414978;8.540.848;3;;1654638167834;;
2,93214E+14;5.831.894;10.252.838;8.040.466;3;;1654638167839;;
2,93214E+14;59.216.766;10.731.812;7.453.888;3;;1654638167844;;
2,93214E+14;59.755.554;11.497.955;6.758.362;3;;1654638167849;;
2,93214E+14;5.957.596;12.455.597;5.995.819;3;;1654638167854;;
2,93214E+14;5.779.236;14.119.568;51.602.325;3;;1654638167859;;
2,93214E+14;5.365.036;15.843.353;4.273.178;3;;1654638167864;;
2,93214E+14;47.712.708;18.357.239;3.386.139;3;;1654638167869;;
2,93214E+14;39.991.455;20.320.587;2.545.761;3;;1654638167873;;
2,93214E+14;32.677.155;21.469.727;18.227.234;3;;1654638167878;;
2,93214E+14;27.038.727;21.768.951;11.990.356;3;;1654638167883;;
2,93214E+14;2.246.582;2.065.567;0.8937683;3;;1654638167888;;
2,93214E+14;18.850.555;20.547.943;0.97517395;3;;1654638167893;;
2,93214E+14;16.456.451;21.709.137;1.398.941;3;;1654638167898;;
2,93214E+14;16.767.578;23.109.741;20.489.655;3;;1654638167903;;
2,93214E+14;21.065.216;22.247.925;27.073.822;3;;1654638167908;;
2,93214E+14;3.045.044;20.392.303;34.902.802;3;;1654638167913;;
2,93214E+14;42.325.745;19.494.476;4.244.461;3;;1654638167918;;
2,93214E+14;5.518.265;19.338.837;51.195.374;3;;1654638167923;;
2,93214E+14;68.901.367;19.566.345;5.896.454;3;;1654638167928;;
2,93214E+14;793.161;18.333.282;66.386.566;3;;1654638167933;;
2,93214E+14;8.701.355;1.729.187;74.802.246;3;;1654638167938;;
2,93214E+14;9.372.925;18.165.741;8.289.459;3;;1654638167943;;
2,93214E+14;965.065;20.715.637;8.803.009;3;;1654638167948;;
2,93214E+14;9.341.797;23.804.016;9.019.684;3;;1654638167953;;
2,93214E+14;8.555.298;24.701.843;908.313;3;;1654638167957;;
2,93214E+14;7.717.331;2.433.075;89.622.345;3;;1654638167962;;
2,93214E+14;69.164.734;2.480.957;87.659;3;;1654638167967;;
2,93214E+14;63.251.038;27.850.342;8.375.656;3;;1654638167972;;
2,93214E+14;589.415;30.627.594;7.663.376;3;;1654638167977;;
2,93214E+14;5.390.167;32.794.342;67.260.437;3;;1654638167982;;
2,93214E+14;4.700.638;35.056.763;57.599.792;3;;1654638167987;;
2,93214E+14;40.158.997;37.103.882;47.041.473;3;;1654638167992;;
2,93214E+14;35.466.309;39.103.088;36.818.237;3;;1654638167997;;
2,93214E+14;33.874.207;41.461.334;27.732.239;3;;1654638168002;;
2,93214E+14;34.137.573;43.927.307;21.626.892;3;;1654638168007;;
2,93214E+14;3.543.045;4.709.961;16.922.302;3;;1654638168012;;
2,93214E+14;35.957.184;50.607.147;13.378.906;3;;1654638168017;;
2,93214E+14;34.999.542;53.731.537;10.218.658;3;;1654638168022;;
2,93214E+14;33.251.648;555.632;0.9344635;3;;1654638168027;;
2,93214E+14;31.216.583;56.987.762;10.434.113;3;;1654638168032;;
2,93214E+14;31.683.502;5.848.404;12.935.944;3;;1654638168037;;
2,93214E+14;36.866.913;59.381.866;15.138.702;3;;1654638168041;;
2,93214E+14;43.941.803;59.657.288;16.994.171;3;;1654638168046;;
2,93214E+14;4.958.023;5.907.074;1.829.895;3;;1654638168051;;
2,93214E+14;52.692.566;5.828.064;19.663.696;3;;1654638168056;;
2,93214E+14;53.985.443;5.792.145;22.309.265;3;;1654638168061;;
2,93214E+14;53.949.585;579.335;25.433.807;3;;1654638168066;;
2,93214E+14;53.243.256;5.887.909;28.043.365;3;;1654638168071;;
2,93214E+14;52.201.843;59.214.325;29.611.664;3;;1654638168076;;
2,93214E+14;5.168.701;59.800.873;28.785.553;3;;1654638168081;;
2,93214E+14;50.585.785;5.974.106;25.828.857;3;;1654638168086;;
2,93214E+14;47.712.708;59.884.644;22.261.353;3;;1654638168091;;
2,93214E+14;42.373.657;60.255.737;19.304.657;3;;1654638168096;;
2,93214E+14;35.214.996;61.033.936;17.927.856;3;;1654638168101;;
2,93214E+14;26.763.458;62.649.994;18.622.284;3;;1654638168106;;
2,93214E+14;19.820.251;64.469.604;19.172.974;3;;1654638168111;;
2,93214E+14;14.134.064;65.930.023;19.316.559;3;;1654638168116;;
2,93214E+14;10.075.836;67.007.446;19.735.565;3;;1654638168120;;
2,93214E+14;0.8232269;6.666.031;18.574.371;3;;1654638168125;;
2,93214E+14;0.7023163;66.408.844;18.717.957;3;;1654638168130;;
2,93214E+14;0.55029297;6.631.317;19.340.515;3;;1654638168135;;
2,93214E+14;0.34439087;65.295.563;21.076.355;3;;1654638168140;;
2,93214E+14;0.13967896;6.497.238;23.781.738;3;;1654638168145;;
2,93214E+14;-0.008758545;64.720.917;27.241.364;3;;1654638168150;;
2,93214E+14;-0.080581665;6.437.378;3.078.476;3;;1654638168155;;
2,93214E+14;-0.14402771;6.378.723;34.208.527;3;;1654638168160;;
2,93214E+14;-0.12487793;62.769.775;37.596.283;3;;1654638168165;;
2,93214E+14;-0.12008667;61.392.975;38.984.985;3;;1654638168170;;
2,93214E+14;-0.097335815;6.006.424;39.296.112;3;;1654638168175;;
2,93214E+14;-0.109313965;5.792.145;40.289.764;3;;1654638168180;;
2,93214E+14;-0.2697296;54.665.375;4.225.296;3;;1654638168185;;
2,93214E+14;-0.39900208;5.288.162;45.676.727;3;;1654638168190;;
2,93214E+14;-0.390625;533.844;5.042.923;3;;1654638168195;;
2,93214E+14;-0.27929688;5.444.992;53.613.434;3;;1654638168200;;
2,93214E+14;-0.19909668;5.568.283;5.360.153;3;;1654638168204;;
2,93214E+14;-0.18592834;5.543.152;5.075.241;3;;1654638168209;;
2,93214E+14;-0.26733398;5.248.657;45.389.404;3;;1654638168214;;
2,93214E+14;-0.54145813;4.833.267;40.529.175;3;;1654638168219;;
2,93214E+14;-0.8527069;4.571.106;36.028.137;3;;1654638168224;;
2,93214E+14;-11.579.742;4.555.542;3.347.824;3;;1654638168229;;
2,93214E+14;-15.278.778;4.693.207;34.471.893;3;;1654638168234;;
2,93214E+14;-19.037.628;47.674.255;3.785.965;3;;1654638168239;;
2,93214E+14;-20.043.182;47.841.797;41.403.046;3;;1654638168244;;
2,93214E+14;-19.097.443;47.267.303;45.161.896;3;;1654638168249;;
2,93214E+14;-1.750.534;4.950.577;46.227.417;3;;1654638168254;;
2,93214E+14;-14.967.499;5.853.195;4.015.808;3;;1654638168259;;
2,93214E+14;-10.945.282;66.839.905;2.461.975;3;;1654638168264;;
2,93214E+14;-0.89341736;70.838.165;0.06059265;3;;1654638168269;;
2,93214E+14;-11.459.961;70.754.395;-25.945.892;3;;1654638168274;;
2,93214E+14;-16.068.878;69.461.517;-520.665;3;;1654638168279;;
2,93214E+14;-2.078.537;68.743.286;-73.554.535;3;;1654638168283;;
2,93214E+14;-24.316.864;69.485.474;-8.768.036;3;;1654638168288;;
2,93214E+14;-27.213.898;7.026.352;-9.559.311;3;;1654638168293;;
2,93214E+14;-29.248.962;7.187.958;-9.264.832;3;;1654638168298;;
2,93214E+14;-33.881.683;66.456.757;-8.146.744;3;;1654638168303;;
2,93214E+14;-39.053.192;5.963.333;-66.994.476;3;;1654638168308;;
2,93214E+14;-4.086.075;5.613.785;-4.945.694;3;;1654638168313;;
2,93214E+14;-41.555.176;5.916.641;-30.674.438;3;;1654638168318;;
2,93214E+14;-41.746.674;6.638.489;-15.435.333;3;;1654638168323;;
2,93214E+14;-3.979.538;73.280.334;-0.39071655;3;;1654638168328;;
2,93214E+14;-34.647.827;76.644.135;0.5298462;3;;1654638168333;;
2,93214E+14;-2.813.568;74.513.245;10.577.698;3;;1654638168338;;
2,93214E+14;-22.329.712;68.671.417;13.666.229;3;;1654638168343;;
2,93214E+14;-17.194.061;63.009.186;15.737.152;3;;1654638168348;;
2,93214E+14;-1.216.629;6.030.365;16.539.307;3;;1654638168353;;
2,93214E+14;-0.6851196;589.151;17.365.265;3;;1654638168358;;
2,93214E+14;-0.18353271;5.792.145;18.586.273;3;;1654638168363;;
2,93214E+14;0.20433044;5.709.549;20.609.436;3;;1654638168367;;
2,93214E+14;0.6041565;56.532.745;22.668.457;3;;1654638168372;;
2,93214E+14;10.195.618;5.690.399;25.278.168;3;;1654638168377;;
2,93214E+14;14.050.293;58.460.083;27.756.042;3;;1654638168382;;
2,93214E+14;15.857.849;60.255.737;29.898.987;3;;1654638168387;;
2,93214E+14;15.666.351;60.758.514;31.323.547;3;;1654638168392;;
2,93214E+14;12.697.449;60.124.054;32.353.058;3;;1654638168397;;
2,93214E+14;0.6400757;5.951.355;31.958.008;3;;1654638168402;;
2,93214E+14;-0.19311523;5.837.631;31.131.897;3;;1654638168407;;
2,93214E+14;-10.837.555;57.825.623;30.700.989;3;;1654638168412;;
2,93214E+14;-20.102.997;5.674.835;29.276.428;3;;1654638168417;;
2,93214E+14;-27.429.352;55.383.606;27.061.768;3;;1654638168422;;
2,93214E+14;-31.954.346;53.647.766;2.596.054;3;;1654638168427;;
2,93214E+14;-33.738.098;51.145.935;25.936.584;3;;1654638168432;;
2,93214E+14;-31.990.204;4.867.981;26.068.268;3;;1654638168437;;
2,93214E+14;-29.009.552;44.861.145;25.421.753;3;;1654638168442;;
2,93214E+14;-24.268.951;4.070.709;2.687.027;3;;1654638168446;;
2,93214E+14;-15.542.145;36.194;3.117.981;3;;1654638168451;;
2,93214E+14;-0.1739502;31.764.832;37.129.364;3;;1654638168456;;
2,93214E+14;13.355.865;26.521.454;4.667.038;3;;1654638168461;;
2,93214E+14;26.248.627;21.110.535;57.528.076;3;;1654638168466;;
2,93214E+14;35.071.259;15.975.037;6.738.022;3;;1654638168471;;
2,93214E+14;3.871.048;11.569.672;77.495.728;3;;1654638168476;;
2,93214E+14;35.885.315;0.78466797;8.722.809;3;;1654638168481;;
2,93214E+14;29.744.263;0.53926086;9.923.508;3;;1654638168486;;
2,93214E+14;23.842.468;0.29266357;11.168.488;3;;1654638168491;;
2,93214E+14;20.430.756;0.07598877;12.364.395;3;;1654638168496;;
2,93214E+14;2.016.739;-0.09399414;13.371.155;3;;1654638168501;;
2,93214E+14;20.825.806;-0.29032898;14.245.041;3;;1654638168506;;
2,93214E+14;2.301.651;-0.5249481;15.027.939;3;;1654638168511;;
2,93214E+14;27.888.641;-0.67819214;15.649.231;3;;1654638168516;;
2,93214E+14;35.143.127;-0.8098602;16.183.136;3;;1654638168521;;
2,93214E+14;4.245.743;-0.91999817;1.647.403;3;;1654638168526;;
2,93214E+14;4.740.143;-11.618.195;16.610.504;3;;1654638168530;;
2,93214E+14;4.585.724;-14.598.846;16.969.635;3;;1654638168535;;
2,93214E+14;40.386.505;-16.454.468;17.146.805;3;;1654638168540;;
2,93214E+14;34.652.252;-1.646.637;16.828.384;3;;1654638168545;;
2,93214E+14;3.194.687;-1.552.063;16.426.147;3;;1654638168550;;
2,93214E+14;32.641.144;-1.468.277;16.305.252;3;;1654638168555;;
2,93214E+14;34.819.946;-15.305.176;16.250.183;3;;1654638168560;;
2,93214E+14;3.464.035;-16.837.463;16.332.779;3;;1654638168565;;
2,93214E+14;31.695.557;-17.184.601;16.361.511;3;;1654638168570;;
2,93214E+14;27.469.788;-17.352.295;16.287.292;3;;1654638168575;;
2,93214E+14;24.345.245;-16.993.103;16.190.323;3;;1654638168580;;
2,93214E+14;22.980.652;-1.631.073;16.050.262;3;;1654638168585;;
2,93214E+14;23.004.608;-16.083.374;1.584.317;3;;1654638168590;;
2,93214E+14;24.452.972;-15.544.586;15.576.218;3;;1654638168595;;
2,93214E+14;28.559.113;-14.072.266;15.324.814;3;;1654638168600;;
2,93214E+14;33.634.796;-12.432.098;14.982.452;3;;1654638168605;;
2,93214E+14;3.800.415;-11.821.594;14.620.926;3;;1654638168610;;
2,93215E+14;40.230.865;-11.498.413;14.284.546;3;;1654638168614;;
2,93215E+14;42.792.664;-10.947.723;14.156.448;3;;1654638168619;;
2,93215E+14;4.768.875;-0.95591736;14.189.972;3;;1654638168624;;
2,93215E+14;5.313.553;-0.83380127;14.300.095;3;;1654638168629;;
2,93215E+14;57.301.483;-0.839798;14.485.657;3;;1654638168634;;
2,93215E+14;59.480.133;-0.8254242;14.545.502;3;;1654638168639;;
2,93215E+14;5.939.636;-0.8733063;14.491.638;3;;1654638168644;;
2,93215E+14;58.067.627;-0.92718506;14.357.559;3;;1654638168649;;
2,93215E+14;56.128.387;-0.90922546;14.210.312;3;;1654638168654;;
2,93215E+14;5.344.681;-0.863739;1.424.144;3;;1654638168659;;
2,93215E+14;49.472.504;-0.8326111;1.436.116;3;;1654638168664;;
2,93215E+14;45.438.232;-0.7763519;14.431.778;3;;1654638168669;;
2,93215E+14;41.380.005;-0.7883148;14.464.111;3;;1654638168674;;
